Lan,Datum,Uppskattning,Low_CI,High_CI
Västmanland,2020-11-25,1.02,0.4,2.56
Södermanland,2020-11-25,0.61,0.15,2.29
Värmland,2020-11-25,0.51,0.17,1.68
Gotland,2020-11-25,,,
Skåne,2020-11-26,0.47,0.32,0.7
Dalarna,2020-11-26,0.7,0.21,2.43
Stockholm,2020-11-26,0.85,0.63,1.13
Västernorrland,2020-11-26,0.64,0.14,2.33
Uppsala,2020-11-26,0.57,0.29,1.07
Västra Götaland,2020-11-26,0.49,0.3,0.78
Halland,2020-11-26,0.48,0.13,1.43
Blekinge,2020-11-26,0.37,0.03,2.16
Örebro,2020-11-26,0.71,0.16,2.53
Östergötland,2020-11-26,0.89,0.35,2.09
Jönköping,2020-11-26,0.59,0.19,1.71
Kalmar,2020-11-26,0.27,0.01,2.35
Jämtland,2020-11-26,0.3,0.02,2.49
Kronoberg,2020-11-26,0.7,0.12,2.75
Gävleborg,2020-11-26,0.62,0.16,2.24
Västerbotten,2020-11-26,0.37,0.06,1.94
Norrbotten,2020-11-26,0.87,0.16,3.41
Södermanland,2020-11-26,0.54,0.13,2.21
Värmland,2020-11-26,0.53,0.17,1.72
Gotland,2020-11-26,,,
Västmanland,2020-11-26,0.96,0.38,2.44
Skåne,2020-11-27,0.49,0.33,0.72
Dalarna,2020-11-27,0.65,0.18,2.38
Stockholm,2020-11-27,0.85,0.63,1.13
Västernorrland,2020-11-27,0.65,0.11,2.4
Uppsala,2020-11-27,0.57,0.29,1.08
Västra Götaland,2020-11-27,0.48,0.3,0.78
Halland,2020-11-27,0.43,0.11,1.39
Blekinge,2020-11-27,0.39,0.04,2.14
Örebro,2020-11-27,0.66,0.13,2.42
Östergötland,2020-11-27,0.95,0.38,2.19
Jönköping,2020-11-27,0.62,0.2,1.81
Kalmar,2020-11-27,0.25,0.01,2.42
Jämtland,2020-11-27,0.29,0.01,2.55
Kronoberg,2020-11-27,0.74,0.12,2.86
Gävleborg,2020-11-27,0.65,0.18,2.21
Västerbotten,2020-11-27,0.4,0.06,1.98
Norrbotten,2020-11-27,0.85,0.16,3.32
Södermanland,2020-11-27,0.51,0.11,2.26
Värmland,2020-11-27,0.53,0.16,1.73
Gotland,2020-11-27,,,
Västmanland,2020-11-27,0.88,0.31,2.38
Skåne,2020-11-28,0.51,0.35,0.74
Dalarna,2020-11-28,0.59,0.14,2.37
Stockholm,2020-11-28,0.86,0.64,1.14
Västernorrland,2020-11-28,0.82,0.18,2.65
Uppsala,2020-11-28,0.56,0.28,1.07
Västra Götaland,2020-11-28,0.49,0.3,0.79
Halland,2020-11-28,0.36,0.07,1.35
Blekinge,2020-11-28,0.34,0.02,2.08
Örebro,2020-11-28,0.68,0.15,2.44
Östergötland,2020-11-28,0.86,0.33,2.1
Jönköping,2020-11-28,0.63,0.21,1.81
Kalmar,2020-11-28,0.21,0.01,2.45
Jämtland,2020-11-28,0.35,0.01,2.65
Kronoberg,2020-11-28,0.75,0.14,2.76
Gävleborg,2020-11-28,0.64,0.17,2.15
Västerbotten,2020-11-28,0.38,0.05,1.96
Norrbotten,2020-11-28,0.92,0.2,3.38
Södermanland,2020-11-28,0.55,0.11,2.42
Värmland,2020-11-28,0.55,0.16,1.77
Gotland,2020-11-28,,,
Västmanland,2020-11-28,0.87,0.3,2.4
Skåne,2020-11-29,0.48,0.33,0.71
Dalarna,2020-11-29,0.59,0.15,2.39
Stockholm,2020-11-29,0.82,0.61,1.1
Jönköping,2020-11-29,0.57,0.18,1.73
Västernorrland,2020-11-29,0.78,0.19,2.53
Uppsala,2020-11-29,0.58,0.29,1.1
Västra Götaland,2020-11-29,0.49,0.3,0.78
Halland,2020-11-29,0.4,0.09,1.39
Blekinge,2020-11-29,0.36,0.03,2.04
Örebro,2020-11-29,0.56,0.08,2.42
Östergötland,2020-11-29,0.86,0.34,2.05
Kalmar,2020-11-29,0.23,0.01,2.49
Jämtland,2020-11-29,0.44,0.02,3.07
Kronoberg,2020-11-29,0.66,0.1,2.66
Gävleborg,2020-11-29,0.64,0.18,2.16
Västerbotten,2020-11-29,0.41,0.06,2.01
Norrbotten,2020-11-29,0.78,0.22,3.2
Södermanland,2020-11-29,0.52,0.1,2.33
Värmland,2020-11-29,0.53,0.14,1.76
Gotland,2020-11-29,,,
Västmanland,2020-11-29,0.92,0.34,2.45
Skåne,2020-11-30,0.49,0.34,0.7
Dalarna,2020-11-30,0.57,0.16,2.01
Stockholm,2020-11-30,0.79,0.6,1.05
Jönköping,2020-11-30,0.54,0.18,1.57
Västernorrland,2020-11-30,0.78,0.2,2.47
Uppsala,2020-11-30,0.55,0.28,1.01
Västra Götaland,2020-11-30,0.46,0.29,0.72
Halland,2020-11-30,0.48,0.14,1.4
Blekinge,2020-11-30,0.41,0.05,1.88
Örebro,2020-11-30,0.66,0.14,2.34
Östergötland,2020-11-30,0.88,0.37,1.97
Kalmar,2020-11-30,0.39,0.03,2.4
Jämtland,2020-11-30,0.5,0.02,2.99
Kronoberg,2020-11-30,0.49,0.07,2.14
Gävleborg,2020-11-30,0.67,0.21,2.05
Västerbotten,2020-11-30,0.33,0.05,1.61
Norrbotten,2020-11-30,0.62,0.16,2.57
Västmanland,2020-11-30,0.92,0.36,2.31
Södermanland,2020-11-30,0.4,0.07,1.89
Värmland,2020-11-30,0.62,0.2,1.74
Gotland,2020-11-30,,,
Skåne,2020-12-01,0.48,0.34,0.69
Dalarna,2020-12-01,0.56,0.17,2.01
Stockholm,2020-12-01,0.77,0.58,1.01
Jönköping,2020-12-01,0.55,0.18,1.56
Västernorrland,2020-12-01,0.79,0.2,2.46
Gävleborg,2020-12-01,0.6,0.18,1.95
Uppsala,2020-12-01,0.52,0.28,0.97
Halland,2020-12-01,0.49,0.15,1.4
Blekinge,2020-12-01,0.41,0.05,1.85
Västra Götaland,2020-12-01,0.44,0.28,0.69
Örebro,2020-12-01,0.57,0.11,2.23
Östergötland,2020-12-01,0.83,0.34,1.91
Kalmar,2020-12-01,0.37,0.04,2.28
Jämtland,2020-12-01,0.56,0.03,3.02
Kronoberg,2020-12-01,0.4,0.06,1.97
Västerbotten,2020-12-01,0.33,0.05,1.57
Norrbotten,2020-12-01,0.68,0.19,2.68
Västmanland,2020-12-01,0.89,0.33,2.27
Södermanland,2020-12-01,0.39,0.07,1.87
Värmland,2020-12-01,0.6,0.2,1.69
Gotland,2020-12-01,,,
Skåne,2020-12-02,0.49,0.34,0.69
Dalarna,2020-12-02,0.56,0.17,2
Stockholm,2020-12-02,0.78,0.59,1.02
Jönköping,2020-12-02,0.52,0.15,1.56
Västernorrland,2020-12-02,0.75,0.21,2.32
Gävleborg,2020-12-02,0.59,0.18,1.91
Uppsala,2020-12-02,0.51,0.26,0.96
Västra Götaland,2020-12-02,0.44,0.28,0.69
Halland,2020-12-02,0.46,0.14,1.36
Blekinge,2020-12-02,0.36,0.04,1.77
Örebro,2020-12-02,0.52,0.1,2.11
Östergötland,2020-12-02,0.92,0.39,2.01
Kalmar,2020-12-02,0.44,0.06,2.29
Jämtland,2020-12-02,0.59,0.04,2.91
Kronoberg,2020-12-02,0.4,0.06,1.96
Västerbotten,2020-12-02,0.34,0.05,1.55
Norrbotten,2020-12-02,0.62,0.15,2.62
Västmanland,2020-12-02,0.84,0.3,2.21
Södermanland,2020-12-02,0.39,0.06,1.85
Värmland,2020-12-02,0.53,0.17,1.56
Gotland,2020-12-02,,,
Skåne,2020-12-03,0.5,0.36,0.71
Dalarna,2020-12-03,0.64,0.18,2.11
Stockholm,2020-12-03,0.77,0.58,1.02
Jönköping,2020-12-03,0.6,0.19,1.69
Västernorrland,2020-12-03,0.69,0.17,2.25
Gävleborg,2020-12-03,0.61,0.19,2.01
Uppsala,2020-12-03,0.48,0.25,0.92
Västra Götaland,2020-12-03,0.44,0.28,0.69
Halland,2020-12-03,0.43,0.12,1.3
Blekinge,2020-12-03,0.29,0.03,1.65
Örebro,2020-12-03,0.57,0.12,2.2
Östergötland,2020-12-03,0.9,0.38,2
Kalmar,2020-12-03,0.38,0.03,2.22
Jämtland,2020-12-03,0.65,0.05,3.14
Kronoberg,2020-12-03,0.36,0.04,1.91
Västerbotten,2020-12-03,0.33,0.06,1.51
Norrbotten,2020-12-03,0.56,0.12,2.66
Västmanland,2020-12-03,0.7,0.25,2.02
Södermanland,2020-12-03,0.47,0.09,1.99
Värmland,2020-12-03,0.46,0.14,1.47
Gotland,2020-12-03,,,
Skåne,2020-12-04,0.51,0.36,0.72
Dalarna,2020-12-04,0.67,0.19,2.14
Stockholm,2020-12-04,0.8,0.61,1.05
Jönköping,2020-12-04,0.67,0.23,1.75
Västernorrland,2020-12-04,0.7,0.19,2.28
Gävleborg,2020-12-04,0.59,0.16,1.96
Uppsala,2020-12-04,0.46,0.23,0.88
Västra Götaland,2020-12-04,0.45,0.28,0.7
Halland,2020-12-04,0.39,0.11,1.24
Blekinge,2020-12-04,0.34,0.04,1.74
Örebro,2020-12-04,0.58,0.12,2.19
Östergötland,2020-12-04,0.89,0.36,1.98
Kalmar,2020-12-04,0.35,0.03,2.12
Jämtland,2020-12-04,0.76,0.08,3.26
Kronoberg,2020-12-04,0.35,0.05,1.9
Västerbotten,2020-12-04,0.38,0.08,1.58
Norrbotten,2020-12-04,0.49,0.09,2.54
Västmanland,2020-12-04,0.64,0.21,1.94
Södermanland,2020-12-04,0.38,0.06,1.88
Värmland,2020-12-04,0.46,0.13,1.47
Gotland,2020-12-04,,,
Skåne,2020-12-05,0.54,0.38,0.75
Dalarna,2020-12-05,0.64,0.18,2.03
Stockholm,2020-12-05,0.77,0.58,1.01
Jönköping,2020-12-05,0.63,0.21,1.71
Västernorrland,2020-12-05,0.84,0.25,2.45
Gävleborg,2020-12-05,0.61,0.17,1.96
Uppsala,2020-12-05,0.45,0.22,0.87
Västra Götaland,2020-12-05,0.47,0.3,0.72
Halland,2020-12-05,0.36,0.1,1.19
Blekinge,2020-12-05,0.35,0.05,1.75
Örebro,2020-12-05,0.55,0.12,2.18
Östergötland,2020-12-05,0.91,0.37,2
Kalmar,2020-12-05,0.35,0.03,2.1
Jämtland,2020-12-05,0.8,0.1,3.19
Kronoberg,2020-12-05,0.44,0.08,2.06
Västerbotten,2020-12-05,0.39,0.08,1.56
Norrbotten,2020-12-05,0.52,0.1,2.62
Västmanland,2020-12-05,0.68,0.25,1.99
Södermanland,2020-12-05,0.41,0.07,1.91
Värmland,2020-12-05,0.4,0.1,1.43
Gotland,2020-12-05,,,
Skåne,2020-12-06,0.56,0.4,0.78
Dalarna,2020-12-06,0.62,0.17,2.04
Stockholm,2020-12-06,0.77,0.58,1.02
Jönköping,2020-12-06,0.58,0.18,1.63
Västernorrland,2020-12-06,0.73,0.2,2.31
Gävleborg,2020-12-06,0.66,0.19,2.05
Uppsala,2020-12-06,0.44,0.22,0.88
Västra Götaland,2020-12-06,0.45,0.29,0.7
Halland,2020-12-06,0.4,0.12,1.25
Blekinge,2020-12-06,0.3,0.04,1.61
Örebro,2020-12-06,0.51,0.09,2.11
Östergötland,2020-12-06,0.84,0.33,1.91
Kalmar,2020-12-06,0.4,0.05,2.14
Jämtland,2020-12-06,0.93,0.14,3.33
Kronoberg,2020-12-06,0.36,0.05,1.9
Västerbotten,2020-12-06,0.37,0.07,1.55
Norrbotten,2020-12-06,0.49,0.1,2.56
Västmanland,2020-12-06,0.71,0.27,2.02
Södermanland,2020-12-06,0.5,0.11,2.02
Värmland,2020-12-06,0.53,0.16,1.6
Gotland,2020-12-06,,,
Skåne,2020-12-07,0.6,0.43,0.83
Dalarna,2020-12-07,0.66,0.15,2.37
Stockholm,2020-12-07,0.8,0.6,1.07
Västernorrland,2020-12-07,0.72,0.19,2.34
Gävleborg,2020-12-07,0.62,0.16,2.08
Uppsala,2020-12-07,0.44,0.21,0.88
Västra Götaland,2020-12-07,0.45,0.28,0.71
Halland,2020-12-07,0.34,0.08,1.23
Blekinge,2020-12-07,0.28,0.02,1.79
Örebro,2020-12-07,0.48,0.09,2.27
Östergötland,2020-12-07,0.87,0.34,2.03
Jönköping,2020-12-07,0.68,0.23,1.83
Kalmar,2020-12-07,0.28,0.02,2.14
Jämtland,2020-12-07,0.83,0.11,3.27
Kronoberg,2020-12-07,0.47,0.08,2.2
Västerbotten,2020-12-07,0.37,0.06,1.7
Norrbotten,2020-12-07,0.5,0.1,2.8
Västmanland,2020-12-07,0.64,0.22,2.13
Södermanland,2020-12-07,0.55,0.13,2.23
Värmland,2020-12-07,0.51,0.16,1.64
Gotland,2020-12-07,,,
Skåne,2020-12-08,0.6,0.43,0.84
Dalarna,2020-12-08,0.65,0.14,2.32
Stockholm,2020-12-08,0.79,0.59,1.05
Västernorrland,2020-12-08,0.78,0.22,2.39
Uppsala,2020-12-08,0.44,0.21,0.9
Västra Götaland,2020-12-08,0.46,0.29,0.73
Halland,2020-12-08,0.36,0.09,1.25
Blekinge,2020-12-08,0.28,0.02,1.77
Örebro,2020-12-08,0.39,0.06,2.14
Östergötland,2020-12-08,0.84,0.33,1.96
Jönköping,2020-12-08,0.71,0.24,1.87
Kalmar,2020-12-08,0.26,0.02,2.12
Jämtland,2020-12-08,0.86,0.11,3.39
Gävleborg,2020-12-08,0.64,0.16,2.17
Kronoberg,2020-12-08,0.47,0.08,2.16
Västerbotten,2020-12-08,0.41,0.07,1.75
Norrbotten,2020-12-08,0.48,0.09,2.69
Värmland,2020-12-08,0.48,0.15,1.62
Södermanland,2020-12-08,0.6,0.15,2.29
Västmanland,2020-12-08,0.58,0.18,2.1
Gotland,2020-12-08,,,
Skåne,2020-12-09,0.66,0.47,0.9
Dalarna,2020-12-09,0.64,0.14,2.31
Stockholm,2020-12-09,0.76,0.57,1.02
Västernorrland,2020-12-09,0.83,0.23,2.47
Uppsala,2020-12-09,0.41,0.18,0.86
Västra Götaland,2020-12-09,0.48,0.3,0.75
Halland,2020-12-09,0.39,0.1,1.33
Blekinge,2020-12-09,0.28,0.02,1.79
Örebro,2020-12-09,0.42,0.07,2.28
Östergötland,2020-12-09,0.85,0.34,2.02
Jönköping,2020-12-09,0.67,0.23,1.83
Kalmar,2020-12-09,0.28,0.02,2.18
Jämtland,2020-12-09,0.83,0.1,3.31
Gävleborg,2020-12-09,0.66,0.18,2.19
Kronoberg,2020-12-09,0.54,0.08,2.36
Västerbotten,2020-12-09,0.44,0.08,1.79
Norrbotten,2020-12-09,0.48,0.09,2.6
Värmland,2020-12-09,0.51,0.17,1.63
Södermanland,2020-12-09,0.61,0.16,2.3
Västmanland,2020-12-09,0.59,0.18,2.03
Gotland,2020-12-09,,,
Skåne,2020-12-10,0.63,0.46,0.87
Dalarna,2020-12-10,0.6,0.12,2.34
Stockholm,2020-12-10,0.78,0.59,1.04
Västernorrland,2020-12-10,0.73,0.18,2.35
Uppsala,2020-12-10,0.43,0.2,0.89
Västra Götaland,2020-12-10,0.46,0.29,0.73
Halland,2020-12-10,0.37,0.09,1.3
Blekinge,2020-12-10,0.51,0.06,2.2
Örebro,2020-12-10,0.4,0.06,2.27
Östergötland,2020-12-10,0.8,0.3,1.98
Jönköping,2020-12-10,0.69,0.23,1.86
Kalmar,2020-12-10,0.41,0.03,2.39
Jämtland,2020-12-10,0.78,0.08,3.24
Gävleborg,2020-12-10,0.62,0.15,2.18
Kronoberg,2020-12-10,0.45,0.07,2.17
Västerbotten,2020-12-10,0.45,0.08,1.84
Norrbotten,2020-12-10,0.49,0.1,2.57
Västmanland,2020-12-10,0.65,0.21,2.12
Södermanland,2020-12-10,0.6,0.14,2.32
Värmland,2020-12-10,0.5,0.16,1.62
Gotland,2020-12-10,,,
Skåne,2020-12-11,0.64,0.46,0.88
Dalarna,2020-12-11,0.66,0.12,2.44
Stockholm,2020-12-11,0.77,0.58,1.03
Västernorrland,2020-12-11,0.73,0.18,2.38
Uppsala,2020-12-11,0.44,0.2,0.92
Västra Götaland,2020-12-11,0.48,0.3,0.76
Halland,2020-12-11,0.37,0.09,1.33
Blekinge,2020-12-11,0.47,0.05,2.18
Örebro,2020-12-11,0.45,0.07,2.4
Östergötland,2020-12-11,0.8,0.3,1.97
Jönköping,2020-12-11,0.6,0.18,1.77
Kalmar,2020-12-11,0.43,0.04,2.31
Jämtland,2020-12-11,0.79,0.07,3.41
Gävleborg,2020-12-11,0.7,0.19,2.27
Västerbotten,2020-12-11,0.39,0.06,1.77
Norrbotten,2020-12-11,0.52,0.11,2.68
Västmanland,2020-12-11,0.66,0.22,2.15
Södermanland,2020-12-11,0.64,0.16,2.38
Värmland,2020-12-11,0.52,0.17,1.62
Gotland,2020-12-11,,,
Kronoberg,2020-12-11,0.51,0.1,2.31
Skåne,2020-12-12,0.62,0.45,0.86
Dalarna,2020-12-12,0.6,0.11,2.42
Stockholm,2020-12-12,0.75,0.56,1.01
Västernorrland,2020-12-12,0.61,0.13,2.26
Uppsala,2020-12-12,0.42,0.19,0.9
Västra Götaland,2020-12-12,0.48,0.3,0.76
Halland,2020-12-12,0.33,0.07,1.28
Blekinge,2020-12-12,0.45,0.04,2.15
Örebro,2020-12-12,0.47,0.07,2.53
Östergötland,2020-12-12,0.76,0.28,1.92
Jönköping,2020-12-12,0.62,0.2,1.78
Kalmar,2020-12-12,0.39,0.03,2.31
Jämtland,2020-12-12,0.79,0.07,3.44
Södermanland,2020-12-12,0.68,0.17,2.42
Gävleborg,2020-12-12,0.66,0.18,2.19
Västerbotten,2020-12-12,0.49,0.08,1.96
Norrbotten,2020-12-12,0.49,0.09,2.65
Västmanland,2020-12-12,0.59,0.17,2.14
Värmland,2020-12-12,0.58,0.19,1.72
Gotland,2020-12-12,,,
Kronoberg,2020-12-12,0.54,0.1,2.33
Skåne,2020-12-13,0.66,0.47,0.9
Västra Götaland,2020-12-13,0.49,0.3,0.77
Dalarna,2020-12-13,0.58,0.1,2.42
Stockholm,2020-12-13,0.73,0.55,0.99
Västernorrland,2020-12-13,0.64,0.14,2.31
Uppsala,2020-12-13,0.45,0.2,0.94
Halland,2020-12-13,0.36,0.08,1.32
Blekinge,2020-12-13,0.5,0.05,2.28
Örebro,2020-12-13,0.46,0.07,2.55
Östergötland,2020-12-13,0.74,0.27,1.91
Jönköping,2020-12-13,0.65,0.2,1.86
Kalmar,2020-12-13,0.38,0.03,2.39
Jämtland,2020-12-13,0.78,0.06,3.55
Södermanland,2020-12-13,0.67,0.16,2.37
Gävleborg,2020-12-13,0.68,0.19,2.25
Västerbotten,2020-12-13,0.53,0.1,1.98
Norrbotten,2020-12-13,0.48,0.09,2.6
Västmanland,2020-12-13,0.53,0.14,2.14
Värmland,2020-12-13,0.47,0.15,1.61
Gotland,2020-12-13,,,
Kronoberg,2020-12-13,0.59,0.12,2.51
Skåne,2020-12-14,0.68,0.5,0.94
Västra Götaland,2020-12-14,0.49,0.3,0.77
Dalarna,2020-12-14,0.55,0.09,2.39
Stockholm,2020-12-14,0.75,0.56,1.01
Västernorrland,2020-12-14,0.7,0.17,2.44
Uppsala,2020-12-14,0.39,0.16,0.87
Halland,2020-12-14,0.32,0.06,1.27
Blekinge,2020-12-14,0.53,0.07,2.29
Örebro,2020-12-14,0.46,0.06,2.55
Östergötland,2020-12-14,0.86,0.3,2.17
Gävleborg,2020-12-14,0.56,0.14,2.08
Jönköping,2020-12-14,0.62,0.17,1.81
Kalmar,2020-12-14,0.37,0.03,2.41
Jämtland,2020-12-14,0.59,0.03,3.13
Södermanland,2020-12-14,0.63,0.14,2.41
Västerbotten,2020-12-14,0.51,0.1,1.92
Norrbotten,2020-12-14,0.5,0.09,2.73
Västmanland,2020-12-14,0.63,0.16,2.23
Värmland,2020-12-14,0.42,0.12,1.55
Gotland,2020-12-14,,,
Kronoberg,2020-12-14,0.49,0.08,2.38
Skåne,2020-12-15,0.67,0.48,0.92
Västra Götaland,2020-12-15,0.52,0.33,0.82
Dalarna,2020-12-15,0.6,0.12,2.48
Stockholm,2020-12-15,0.76,0.56,1.02
Västernorrland,2020-12-15,0.71,0.17,2.46
Uppsala,2020-12-15,0.45,0.19,0.97
Halland,2020-12-15,0.38,0.09,1.36
Blekinge,2020-12-15,0.53,0.08,2.29
Örebro,2020-12-15,0.46,0.06,2.51
Östergötland,2020-12-15,0.98,0.38,2.28
Gävleborg,2020-12-15,0.56,0.13,2.07
Jönköping,2020-12-15,0.54,0.15,1.67
Kalmar,2020-12-15,0.35,0.02,2.4
Jämtland,2020-12-15,0.5,0.02,2.89
Södermanland,2020-12-15,0.69,0.17,2.49
Västerbotten,2020-12-15,0.53,0.1,1.96
Norrbotten,2020-12-15,0.44,0.07,2.75
Västmanland,2020-12-15,0.62,0.16,2.28
Värmland,2020-12-15,0.46,0.14,1.58
Gotland,2020-12-15,,,
Kronoberg,2020-12-15,0.53,0.09,2.37
Skåne,2020-12-16,0.63,0.45,0.87
Västra Götaland,2020-12-16,0.52,0.33,0.82
Dalarna,2020-12-16,0.66,0.14,2.54
Stockholm,2020-12-16,0.78,0.58,1.06
Västernorrland,2020-12-16,0.65,0.19,2.4
Uppsala,2020-12-16,0.48,0.21,1
Halland,2020-12-16,0.37,0.08,1.34
Blekinge,2020-12-16,0.51,0.06,2.3
Örebro,2020-12-16,0.45,0.06,2.43
Östergötland,2020-12-16,0.88,0.34,2.13
Gävleborg,2020-12-16,0.59,0.15,2.08
Jönköping,2020-12-16,0.48,0.11,1.63
Kalmar,2020-12-16,0.41,0.04,2.42
Jämtland,2020-12-16,0.5,0.02,2.99
Södermanland,2020-12-16,0.7,0.14,2.59
Västerbotten,2020-12-16,0.51,0.1,1.93
Norrbotten,2020-12-16,0.45,0.06,2.88
Västmanland,2020-12-16,0.77,0.19,2.52
Värmland,2020-12-16,0.45,0.13,1.59
Gotland,2020-12-16,,,
Kronoberg,2020-12-16,0.5,0.07,2.36
Skåne,2020-12-17,0.63,0.45,0.87
Västra Götaland,2020-12-17,0.5,0.31,0.79
Dalarna,2020-12-17,0.73,0.18,2.57
Stockholm,2020-12-17,0.74,0.54,1.01
Västernorrland,2020-12-17,0.57,0.15,2.38
Halland,2020-12-17,0.37,0.08,1.35
Blekinge,2020-12-17,0.51,0.06,2.3
Örebro,2020-12-17,0.61,0.09,2.66
Östergötland,2020-12-17,0.87,0.32,2.16
Gävleborg,2020-12-17,0.53,0.11,2.04
Jönköping,2020-12-17,0.44,0.1,1.6
Kalmar,2020-12-17,0.31,0.02,2.3
Jämtland,2020-12-17,0.53,0.02,3.13
Uppsala,2020-12-17,0.44,0.19,0.94
Södermanland,2020-12-17,0.68,0.14,2.6
Västerbotten,2020-12-17,0.57,0.12,2.03
Norrbotten,2020-12-17,0.54,0.09,2.95
Västmanland,2020-12-17,0.73,0.16,2.52
Värmland,2020-12-17,0.45,0.13,1.58
Gotland,2020-12-17,,,
Kronoberg,2020-12-17,0.45,0.06,2.33
Skåne,2020-12-18,0.65,0.47,0.89
Västra Götaland,2020-12-18,0.51,0.32,0.81
Dalarna,2020-12-18,0.61,0.16,2.36
Stockholm,2020-12-18,0.74,0.54,1.01
Västernorrland,2020-12-18,0.55,0.13,2.33
Uppsala,2020-12-18,0.41,0.18,0.89
Halland,2020-12-18,0.37,0.08,1.31
Blekinge,2020-12-18,0.44,0.06,2.09
Örebro,2020-12-18,0.6,0.09,2.58
Östergötland,2020-12-18,0.94,0.37,2.16
Gävleborg,2020-12-18,0.59,0.14,2.09
Jönköping,2020-12-18,0.48,0.12,1.62
Kalmar,2020-12-18,0.31,0.03,2.26
Jämtland,2020-12-18,0.51,0.02,3.05
Södermanland,2020-12-18,0.6,0.13,2.37
Västerbotten,2020-12-18,0.54,0.12,1.94
Norrbotten,2020-12-18,0.5,0.08,2.76
Västmanland,2020-12-18,0.91,0.23,2.79
Värmland,2020-12-18,0.5,0.14,1.61
Gotland,2020-12-18,,,
Kronoberg,2020-12-18,0.42,0.06,2.12
Skåne,2020-12-19,0.68,0.49,0.93
Västra Götaland,2020-12-19,0.51,0.32,0.79
Dalarna,2020-12-19,0.65,0.16,2.43
Stockholm,2020-12-19,0.74,0.54,1.01
Västernorrland,2020-12-19,0.58,0.14,2.32
Uppsala,2020-12-19,0.4,0.18,0.86
Halland,2020-12-19,0.37,0.09,1.28
Blekinge,2020-12-19,0.49,0.07,2.19
Örebro,2020-12-19,0.55,0.08,2.48
Östergötland,2020-12-19,0.91,0.35,2.11
Gävleborg,2020-12-19,0.56,0.13,2.02
Jönköping,2020-12-19,0.48,0.12,1.64
Kalmar,2020-12-19,0.32,0.03,2.17
Jämtland,2020-12-19,0.5,0.01,3.24
Södermanland,2020-12-19,0.54,0.11,2.29
Västerbotten,2020-12-19,0.49,0.1,1.84
Norrbotten,2020-12-19,0.43,0.06,2.54
Västmanland,2020-12-19,0.9,0.22,2.81
Värmland,2020-12-19,0.44,0.1,1.54
Gotland,2020-12-19,,,
Kronoberg,2020-12-19,0.38,0.05,2.05
Skåne,2020-12-20,0.68,0.49,0.93
Dalarna,2020-12-20,0.64,0.16,2.42
Stockholm,2020-12-20,0.73,0.53,0.99
Västernorrland,2020-12-20,0.56,0.13,2.28
Uppsala,2020-12-20,0.45,0.2,0.92
Halland,2020-12-20,0.37,0.08,1.29
Blekinge,2020-12-20,0.53,0.08,2.29
Västra Götaland,2020-12-20,0.5,0.32,0.78
Örebro,2020-12-20,0.51,0.07,2.4
Östergötland,2020-12-20,0.88,0.34,2.04
Gävleborg,2020-12-20,0.55,0.14,1.93
Jönköping,2020-12-20,0.42,0.09,1.54
Kalmar,2020-12-20,0.41,0.04,2.24
Jämtland,2020-12-20,0.51,0.02,3.19
Södermanland,2020-12-20,0.57,0.12,2.27
Västerbotten,2020-12-20,0.48,0.09,1.86
Norrbotten,2020-12-20,0.43,0.06,2.61
Västmanland,2020-12-20,0.53,0.09,2.19
Värmland,2020-12-20,0.42,0.1,1.52
Gotland,2020-12-20,,,
Kronoberg,2020-12-20,0.42,0.07,2.13
Skåne,2020-12-21,0.65,0.47,0.9
Dalarna,2020-12-21,0.59,0.14,2.36
Stockholm,2020-12-21,0.74,0.54,1.01
Västernorrland,2020-12-21,0.56,0.13,2.35
Uppsala,2020-12-21,0.42,0.19,0.88
Halland,2020-12-21,0.34,0.06,1.26
Blekinge,2020-12-21,0.47,0.05,2.24
Västra Götaland,2020-12-21,0.53,0.33,0.82
Örebro,2020-12-21,0.51,0.06,2.44
Östergötland,2020-12-21,0.73,0.26,1.83
Gävleborg,2020-12-21,0.57,0.15,2.01
Jönköping,2020-12-21,0.37,0.07,1.47
Kalmar,2020-12-21,0.4,0.04,2.31
Jämtland,2020-12-21,0.5,0.01,3.25
Södermanland,2020-12-21,0.47,0.1,2.08
Västerbotten,2020-12-21,0.39,0.07,1.74
Norrbotten,2020-12-21,0.45,0.07,2.59
Västmanland,2020-12-21,0.51,0.08,2.18
Värmland,2020-12-21,0.45,0.1,1.62
Gotland,2020-12-21,,,
Kronoberg,2020-12-21,0.42,0.07,2.17
Skåne,2020-12-22,0.67,0.49,0.92
Dalarna,2020-12-22,0.57,0.12,2.36
Stockholm,2020-12-22,0.75,0.55,1.02
Västernorrland,2020-12-22,0.58,0.15,2.41
Uppsala,2020-12-22,0.45,0.21,0.91
Halland,2020-12-22,0.34,0.06,1.24
Blekinge,2020-12-22,0.49,0.09,2.16
Västra Götaland,2020-12-22,0.52,0.33,0.81
Örebro,2020-12-22,0.59,0.09,2.44
Östergötland,2020-12-22,0.75,0.28,1.8
Gävleborg,2020-12-22,0.52,0.11,2.03
Jönköping,2020-12-22,0.54,0.15,1.68
Kalmar,2020-12-22,0.33,0.03,2.05
Jämtland,2020-12-22,0.49,0.01,3.46
Södermanland,2020-12-22,0.47,0.1,2.08
Västerbotten,2020-12-22,0.36,0.06,1.69
Norrbotten,2020-12-22,0.42,0.06,2.36
